date,country,cases,deaths,vaccination_rate,mobility
2022-08-13,Barbados,97411,516,0.0,
2022-08-14,Barbados,97638,516,54.74,
2022-08-15,Barbados,97846,519,54.74,
2022-08-16,Barbados,98277,525,54.75,
2022-08-17,Barbados,98622,525,54.76,
2022-08-18,Barbados,98958,529,54.77,
2022-08-19,Barbados,99204,529,54.77,
2022-08-20,Barbados,99426,530,54.77,
2022-08-21,Barbados,99572,530,54.78,
2022-08-22,Barbados,99690,532,54.78,
2022-08-23,Barbados,99970,532,54.79,
2022-08-24,Barbados,100191,537,54.8,
2022-08-25,Barbados,100373,537,54.8,
2022-08-26,Barbados,100526,537,0.0,
2022-08-27,Barbados,100676,539,54.81,
2022-08-28,Barbados,100762,539,54.81,
2022-08-29,Barbados,100825,539,54.82,
2022-08-30,Barbados,100973,541,54.82,
2022-08-31,Barbados,101120,542,54.82,
2022-09-01,Barbados,101215,544,0.0,
2022-09-02,Barbados,101215,544,54.83,
2022-09-03,Barbados,101397,544,54.83,
2022-09-04,Barbados,101451,544,54.83,
2022-09-05,Barbados,101510,544,54.84,
2022-09-06,Barbados,101624,546,54.84,
2022-09-07,Barbados,101696,553,54.85,
2022-09-08,Barbados,101747,556,54.85,
2022-09-09,Barbados,101809,556,54.85,
2022-09-10,Barbados,101850,556,0.0,
2022-09-11,Barbados,101850,556,54.86,
2022-09-12,Barbados,101899,556,54.86,
2022-09-13,Barbados,101979,558,54.86,
2022-09-14,Barbados,102025,559,54.87,
2022-09-15,Barbados,102068,559,54.88,
2022-09-16,Barbados,102119,559,0.0,
2022-09-17,Barbados,102119,559,0.0,
2022-09-18,Barbados,102193,559,54.88,
2022-09-19,Barbados,102230,559,54.89,
2022-09-20,Barbados,102279,559,54.9,
2022-09-21,Barbados,102321,559,54.9,
2022-09-22,Barbados,102366,559,54.9,
2022-09-23,Barbados,102383,559,0.0,
2022-09-24,Barbados,102383,559,54.91,
2022-09-25,Barbados,102436,559,54.91,
2022-09-26,Barbados,102456,559,54.91,
2022-09-27,Barbados,102488,559,0.0,
2022-09-28,Barbados,102516,559,0.0,
2022-09-29,Barbados,102546,559,0.0,
2022-09-30,Barbados,102580,560,0.0,
2022-10-01,Barbados,102580,560,0.0,
2022-10-02,Barbados,102580,560,0.0,
2022-10-03,Barbados,102580,560,0.0,
2022-10-04,Barbados,102580,560,0.0,
2022-10-05,Barbados,102580,560,0.0,
2022-10-06,Barbados,102580,560,0.0,
2022-10-07,Barbados,102580,560,54.92,
2022-10-08,Barbados,102580,560,0.0,
2022-10-09,Barbados,102580,560,0.0,
2022-10-10,Barbados,102580,560,0.0,
2022-10-11,Barbados,102580,560,0.0,
2022-10-12,Barbados,102609,560,0.0,
2022-10-13,Barbados,102609,560,0.0,
2022-10-14,Barbados,102609,560,54.96,
2022-10-15,Barbados,102609,560,0.0,
2022-10-16,Barbados,103014,560,0.0,
2022-10-17,Barbados,103014,560,0.0,
2022-10-18,Barbados,103014,560,0.0,
2022-10-19,Barbados,103014,560,0.0,
2022-10-20,Barbados,103014,560,0.0,
2022-10-21,Barbados,103014,560,0.0,
2022-10-22,Barbados,103014,560,0.0,
2022-10-23,Barbados,103014,560,0.0,
2022-10-24,Barbados,103014,560,0.0,
2022-10-25,Barbados,103014,560,0.0,
2022-10-26,Barbados,103014,560,0.0,
2022-10-27,Barbados,103014,560,0.0,
2022-10-28,Barbados,103014,560,0.0,
2022-10-29,Barbados,103014,560,0.0,
2022-10-30,Barbados,103014,560,0.0,
2022-10-31,Barbados,103014,560,0.0,
2022-11-01,Barbados,103424,560,0.0,
2022-11-02,Barbados,103424,560,0.0,
2022-11-03,Barbados,103424,560,0.0,
2022-11-04,Barbados,103424,560,55.0,
2022-11-05,Barbados,103424,560,0.0,
2022-11-06,Barbados,103424,560,0.0,
2022-11-07,Barbados,103424,560,0.0,
2022-11-08,Barbados,103424,560,0.0,
2022-11-09,Barbados,103424,560,0.0,
2022-11-10,Barbados,103424,560,0.0,
2022-11-11,Barbados,103424,560,0.0,
2022-11-12,Barbados,103424,560,0.0,
2022-11-13,Barbados,103424,560,0.0,
2022-11-14,Barbados,103424,560,0.0,
2022-11-15,Barbados,103545,564,0.0,
2022-11-16,Barbados,103545,564,0.0,
2022-11-17,Barbados,103545,564,0.0,
2022-11-18,Barbados,103545,564,0.0,
2022-11-19,Barbados,103545,564,0.0,
2022-11-20,Barbados,103545,564,0.0,
2022-11-21,Barbados,103545,564,0.0,
2022-11-22,Barbados,103545,564,0.0,
2022-11-23,Barbados,103955,564,0.0,
2022-11-24,Barbados,103955,564,0.0,
2022-11-25,Barbados,103955,564,55.02,
2022-11-26,Barbados,103955,564,0.0,
2022-11-27,Barbados,103955,564,0.0,
2022-11-28,Barbados,103955,564,0.0,
2022-11-29,Barbados,103955,564,0.0,
2022-11-30,Barbados,104416,567,0.0,
2022-12-01,Barbados,104416,567,0.0,
2022-12-02,Barbados,104416,567,55.02,
2022-12-03,Barbados,104416,567,0.0,
2022-12-04,Barbados,104416,567,0.0,
2022-12-05,Barbados,104416,567,0.0,
2022-12-06,Barbados,104416,567,0.0,
2022-12-07,Barbados,104416,567,0.0,
2022-12-08,Barbados,104416,567,0.0,
2022-12-09,Barbados,104416,567,0.0,
2022-12-10,Barbados,104416,567,0.0,
2022-12-11,Barbados,104416,567,0.0,
2022-12-12,Barbados,104416,567,0.0,
2022-12-13,Barbados,104944,568,0.0,
2022-12-14,Barbados,104944,568,0.0,
2022-12-15,Barbados,104944,568,0.0,
2022-12-16,Barbados,104944,568,55.03,
2022-12-17,Barbados,104944,568,0.0,
2022-12-18,Barbados,104944,568,0.0,
2022-12-19,Barbados,104944,568,0.0,
2022-12-20,Barbados,104944,568,0.0,
2022-12-21,Barbados,104944,568,0.0,
2022-12-22,Barbados,104944,568,0.0,
2022-12-23,Barbados,104944,568,0.0,
2022-12-24,Barbados,104944,568,0.0,
2022-12-25,Barbados,104944,568,0.0,
2022-12-26,Barbados,104944,568,0.0,
2022-12-27,Barbados,104944,568,0.0,
2022-12-28,Barbados,104944,568,0.0,
2022-12-29,Barbados,104944,568,0.0,
2022-12-30,Barbados,105515,568,0.0,
2022-12-31,Barbados,105515,568,0.0,
2023-01-01,Barbados,105515,568,0.0,
2023-01-02,Barbados,105515,568,0.0,
2023-01-03,Barbados,105515,568,0.0,
2023-01-04,Barbados,105515,568,0.0,
2023-01-05,Barbados,105515,568,0.0,
2023-01-06,Barbados,105515,568,55.04,
2023-01-07,Barbados,105515,568,0.0,
2023-01-08,Barbados,105515,568,0.0,
2023-01-09,Barbados,105905,569,0.0,
2023-01-10,Barbados,105905,569,0.0,
2023-01-11,Barbados,105905,569,0.0,
2023-01-12,Barbados,105905,569,0.0,
2023-01-13,Barbados,105905,569,0.0,
2023-01-14,Barbados,105905,569,0.0,
2023-01-15,Barbados,105905,569,0.0,
2023-01-16,Barbados,105905,569,0.0,
2023-01-17,Barbados,105905,569,0.0,
2023-01-18,Barbados,105905,569,0.0,
2023-01-19,Barbados,105905,569,0.0,
2023-01-20,Barbados,105905,569,0.0,
2023-01-21,Barbados,105905,569,0.0,
2023-01-22,Barbados,105905,569,0.0,
2023-01-23,Barbados,105905,569,0.0,
2023-01-24,Barbados,106157,571,0.0,
2023-01-25,Barbados,106157,571,0.0,
2023-01-26,Barbados,106157,571,0.0,
2023-01-27,Barbados,106157,571,0.0,
2023-01-28,Barbados,106157,571,0.0,
2023-01-29,Barbados,106157,571,0.0,
2023-01-30,Barbados,106157,571,0.0,
2023-01-31,Barbados,106157,571,0.0,
2023-02-01,Barbados,106157,571,0.0,
2023-02-02,Barbados,106157,571,0.0,
2023-02-03,Barbados,106157,571,0.0,
2023-02-04,Barbados,106157,571,0.0,
2023-02-05,Barbados,106157,571,0.0,
2023-02-06,Barbados,106157,571,0.0,
2023-02-07,Barbados,106434,573,0.0,
2023-02-08,Barbados,106434,573,0.0,
2023-02-09,Barbados,106434,573,0.0,
2023-02-10,Barbados,106434,573,55.04,
2023-02-11,Barbados,106434,573,0.0,
2023-02-12,Barbados,106434,573,0.0,
2023-02-13,Barbados,106434,573,0.0,
2023-02-14,Barbados,106434,573,0.0,
2023-02-15,Barbados,106434,573,0.0,
2023-02-16,Barbados,106434,573,0.0,
2023-02-17,Barbados,106434,573,0.0,
2023-02-18,Barbados,106434,573,0.0,
2023-02-19,Barbados,106434,573,0.0,
2023-02-20,Barbados,106434,573,0.0,
2023-02-21,Barbados,106645,575,0.0,
2023-02-22,Barbados,106645,575,0.0,
2023-02-23,Barbados,106645,575,0.0,
2023-02-24,Barbados,106645,575,0.0,
2023-02-25,Barbados,106645,575,0.0,
2023-02-26,Barbados,106645,575,0.0,
2023-02-27,Barbados,106645,575,0.0,
2023-02-28,Barbados,106645,575,0.0,
2023-03-01,Barbados,106645,575,0.0,
2023-03-02,Barbados,106645,575,0.0,
2023-03-03,Barbados,106645,575,0.0,
2023-03-04,Barbados,106645,575,0.0,
2023-03-05,Barbados,106645,575,0.0,
2023-03-06,Barbados,106645,575,0.0,
2023-03-07,Barbados,106645,575,0.0,
2023-03-08,Barbados,106645,575,0.0,
2023-03-09,Barbados,106798,579,0.0,
2020-01-22,Belarus,0,0,0.0,
2020-01-23,Belarus,0,0,0.0,
2020-01-24,Belarus,0,0,0.0,
2020-01-25,Belarus,0,0,0.0,
2020-01-26,Belarus,0,0,0.0,
2020-01-27,Belarus,0,0,0.0,
2020-01-28,Belarus,0,0,0.0,
2020-01-29,Belarus,0,0,0.0,
2020-01-30,Belarus,0,0,0.0,
2020-01-31,Belarus,0,0,0.0,
2020-02-01,Belarus,0,0,0.0,
2020-02-02,Belarus,0,0,0.0,
2020-02-03,Belarus,0,0,0.0,
2020-02-04,Belarus,0,0,0.0,
2020-02-05,Belarus,0,0,0.0,
2020-02-06,Belarus,0,0,0.0,
2020-02-07,Belarus,0,0,0.0,
2020-02-08,Belarus,0,0,0.0,
2020-02-09,Belarus,0,0,0.0,
2020-02-10,Belarus,0,0,0.0,
2020-02-11,Belarus,0,0,0.0,
2020-02-12,Belarus,0,0,0.0,
2020-02-13,Belarus,0,0,0.0,
2020-02-14,Belarus,0,0,0.0,
2020-02-15,Belarus,0,0,0.0,
2020-02-16,Belarus,0,0,0.0,
2020-02-17,Belarus,0,0,0.0,
2020-02-18,Belarus,0,0,0.0,
2020-02-19,Belarus,0,0,0.0,
2020-02-20,Belarus,0,0,0.0,
2020-02-21,Belarus,0,0,0.0,
2020-02-22,Belarus,0,0,0.0,
2020-02-23,Belarus,0,0,0.0,
2020-02-24,Belarus,0,0,0.0,
2020-02-25,Belarus,0,0,0.0,
2020-02-26,Belarus,0,0,0.0,
2020-02-27,Belarus,0,0,0.0,
2020-02-28,Belarus,1,0,0.0,
2020-02-29,Belarus,1,0,0.0,
2020-03-01,Belarus,1,0,0.0,
2020-03-02,Belarus,1,0,0.0,
2020-03-03,Belarus,1,0,0.0,
2020-03-04,Belarus,6,0,0.0,
2020-03-05,Belarus,6,0,0.0,
2020-03-06,Belarus,6,0,0.0,
2020-03-07,Belarus,6,0,0.0,
2020-03-08,Belarus,6,0,0.0,
2020-03-09,Belarus,6,0,0.0,
2020-03-10,Belarus,9,0,0.0,
2020-03-11,Belarus,9,0,0.0,
2020-03-12,Belarus,12,0,0.0,
2020-03-13,Belarus,27,0,0.0,
2020-03-14,Belarus,27,0,0.0,
2020-03-15,Belarus,27,0,0.0,
2020-03-16,Belarus,36,0,0.0,
2020-03-17,Belarus,36,0,0.0,
2020-03-18,Belarus,51,0,0.0,
2020-03-19,Belarus,51,0,0.0,
2020-03-20,Belarus,69,0,0.0,
2020-03-21,Belarus,76,0,0.0,
2020-03-22,Belarus,76,0,0.0,
2020-03-23,Belarus,81,0,0.0,
2020-03-24,Belarus,81,0,0.0,
2020-03-25,Belarus,86,0,0.0,
2020-03-26,Belarus,86,0,0.0,
2020-03-27,Belarus,94,0,0.0,
2020-03-28,Belarus,94,0,0.0,
2020-03-29,Belarus,94,0,0.0,
2020-03-30,Belarus,152,0,0.0,
2020-03-31,Belarus,152,1,0.0,
2020-04-01,Belarus,163,2,0.0,
2020-04-02,Belarus,304,4,0.0,
2020-04-03,Belarus,351,4,0.0,
2020-04-04,Belarus,440,5,0.0,
2020-04-05,Belarus,562,8,0.0,
2020-04-06,Belarus,700,13,0.0,
2020-04-07,Belarus,861,13,0.0,
2020-04-08,Belarus,1066,13,0.0,
2020-04-09,Belarus,1486,16,0.0,
2020-04-10,Belarus,1981,19,0.0,
2020-04-11,Belarus,2226,23,0.0,
2020-04-12,Belarus,2578,26,0.0,
2020-04-13,Belarus,2919,29,0.0,
2020-04-14,Belarus,3281,33,0.0,
2020-04-15,Belarus,3728,36,0.0,
2020-04-16,Belarus,4204,40,0.0,
2020-04-17,Belarus,4779,42,0.0,
2020-04-18,Belarus,5297,45,0.0,
2020-04-19,Belarus,5807,47,0.0,
2020-04-20,Belarus,6264,51,0.0,
2020-04-21,Belarus,6723,55,0.0,
2020-04-22,Belarus,7281,58,0.0,
2020-04-23,Belarus,8022,60,0.0,
2020-04-24,Belarus,8773,63,0.0,
2020-04-25,Belarus,9590,67,0.0,
2020-04-26,Belarus,10463,72,0.0,
2020-04-27,Belarus,11289,75,0.0,
2020-04-28,Belarus,12208,79,0.0,
2020-04-29,Belarus,13181,84,0.0,
2020-04-30,Belarus,14027,89,0.0,
2020-05-01,Belarus,14917,93,0.0,
2020-05-02,Belarus,15828,97,0.0,
2020-05-03,Belarus,16705,99,0.0,
2020-05-04,Belarus,17489,103,0.0,
2020-05-05,Belarus,18350,107,0.0,
2020-05-06,Belarus,19255,112,0.0,
2020-05-07,Belarus,20168,116,0.0,
2020-05-08,Belarus,21101,121,0.0,
2020-05-09,Belarus,22052,126,0.0,
2020-05-10,Belarus,22973,131,0.0,
2020-05-11,Belarus,23906,135,0.0,
2020-05-12,Belarus,24873,142,0.0,
2020-05-13,Belarus,25825,146,0.0,
2020-05-14,Belarus,26772,151,0.0,
2020-05-15,Belarus,27730,156,0.0,
2020-05-16,Belarus,28681,160,0.0,
2020-05-17,Belarus,29650,165,0.0,
2020-05-18,Belarus,30572,171,0.0,
2020-05-19,Belarus,31508,175,0.0,
2020-05-20,Belarus,32426,179,0.0,
2020-05-21,Belarus,33371,185,0.0,
2020-05-22,Belarus,34303,190,0.0,
2020-05-23,Belarus,35244,194,0.0,
2020-05-24,Belarus,36198,199,0.0,
2020-05-25,Belarus,37144,204,0.0,
2020-05-26,Belarus,38059,208,0.0,
2020-05-27,Belarus,38956,214,0.0,
2020-05-28,Belarus,39858,219,0.0,
2020-05-29,Belarus,40764,224,0.0,
2020-05-30,Belarus,41658,229,0.0,
2020-05-31,Belarus,42556,235,0.0,
2020-06-01,Belarus,43403,240,0.0,
2020-06-02,Belarus,44255,243,0.0,
2020-06-03,Belarus,45116,248,0.0,
2020-06-04,Belarus,45981,253,0.0,
2020-06-05,Belarus,46868,259,0.0,
2020-06-06,Belarus,47751,263,0.0,
2020-06-07,Belarus,48630,269,0.0,
2020-06-08,Belarus,49453,276,0.0,
2020-06-09,Belarus,50265,282,0.0,
2020-06-10,Belarus,51066,288,0.0,
2020-06-11,Belarus,51816,293,0.0,
2020-06-12,Belarus,52520,298,0.0,
2020-06-13,Belarus,53241,303,0.0,
2020-06-14,Belarus,53973,308,0.0,
2020-06-15,Belarus,54680,312,0.0,
2020-06-16,Belarus,55369,318,0.0,
2020-06-17,Belarus,56032,324,0.0,
2020-06-18,Belarus,56657,331,0.0,
2020-06-19,Belarus,57333,337,0.0,
2020-06-20,Belarus,57936,343,0.0,
2020-06-21,Belarus,58505,346,0.0,
2020-06-22,Belarus,59023,351,0.0,
2020-06-23,Belarus,59487,357,0.0,
2020-06-24,Belarus,59945,362,0.0,
2020-06-25,Belarus,60382,367,0.0,
2020-06-26,Belarus,60713,373,0.0,
2020-06-27,Belarus,61095,377,0.0,
2020-06-28,Belarus,61475,383,0.0,
2020-06-29,Belarus,61790,387,0.0,
2020-06-30,Belarus,62118,392,0.0,
2020-07-01,Belarus,62424,398,0.0,
2020-07-02,Belarus,62698,405,0.0,
2020-07-03,Belarus,62997,412,0.0,
2020-07-04,Belarus,63270,418,0.0,
2020-07-05,Belarus,63554,423,0.0,
2020-07-06,Belarus,63804,429,0.0,
2020-07-07,Belarus,64003,436,0.0,
2020-07-08,Belarus,64224,443,0.0,
2020-07-09,Belarus,64411,449,0.0,
2020-07-10,Belarus,64604,454,0.0,
2020-07-11,Belarus,64767,459,0.0,
2020-07-12,Belarus,64932,464,0.0,
2020-07-13,Belarus,65114,468,0.0,
2020-07-14,Belarus,65269,474,0.0,
2020-07-15,Belarus,65443,480,0.0,
2020-07-16,Belarus,65623,485,0.0,
2020-07-17,Belarus,65782,491,0.0,
2020-07-18,Belarus,65953,495,0.0,
2020-07-19,Belarus,66095,499,0.0,
2020-07-20,Belarus,66213,503,0.0,
2020-07-21,Belarus,66348,507,0.0,
2020-07-22,Belarus,66521,513,0.0,
2020-07-23,Belarus,66688,519,0.0,
2020-07-24,Belarus,66846,524,0.0,
2020-07-25,Belarus,67002,530,0.0,
2020-07-26,Belarus,67132,534,0.0,
2020-07-27,Belarus,67251,538,0.0,
2020-07-28,Belarus,67366,543,0.0,
2020-07-29,Belarus,67518,548,0.0,
2020-07-30,Belarus,67665,553,0.0,
2020-07-31,Belarus,67808,559,0.0,
2020-08-01,Belarus,67946,563,0.0,
2020-08-02,Belarus,68067,567,0.0,
2020-08-03,Belarus,68166,571,0.0,
2020-08-04,Belarus,68250,574,0.0,
2020-08-05,Belarus,68376,577,0.0,
2020-08-06,Belarus,68503,580,0.0,
2020-08-07,Belarus,68614,583,0.0,
2020-08-08,Belarus,68738,585,0.0,
2020-08-09,Belarus,68850,587,0.0,
2020-08-10,Belarus,68947,589,0.0,
2020-08-11,Belarus,69005,592,0.0,
2020-08-12,Belarus,69102,595,0.0,
2020-08-13,Belarus,69203,599,0.0,
2020-08-14,Belarus,69308,603,0.0,
2020-08-15,Belarus,69308,603,0.0,
2020-08-16,Belarus,69516,610,0.0,
2020-08-17,Belarus,69589,613,0.0,
2020-08-18,Belarus,69673,617,0.0,
2020-08-19,Belarus,69801,622,0.0,
2020-08-20,Belarus,69950,627,0.0,
2020-08-21,Belarus,70111,632,0.0,
2020-08-22,Belarus,70285,637,0.0,
2020-08-23,Belarus,70468,642,0.0,
2020-08-24,Belarus,70645,646,0.0,
2020-08-25,Belarus,70727,652,0.0,
2020-08-26,Belarus,70974,657,0.0,
2020-08-27,Belarus,71165,662,0.0,
2020-08-28,Belarus,71346,667,0.0,
2020-08-29,Belarus,71523,671,0.0,
2020-08-30,Belarus,71687,676,0.0,
2020-08-31,Belarus,71843,681,0.0,
2020-09-01,Belarus,71962,686,0.0,
2020-09-02,Belarus,72141,691,0.0,
2020-09-03,Belarus,72302,696,0.0,
2020-09-04,Belarus,72485,701,0.0,
2020-09-05,Belarus,72663,705,0.0,
2020-09-06,Belarus,72859,711,0.0,
2020-09-07,Belarus,73031,716,0.0,
2020-09-08,Belarus,73208,721,0.0,
2020-09-09,Belarus,73402,726,0.0,
2020-09-10,Belarus,73591,732,0.0,
2020-09-11,Belarus,73784,738,0.0,
2020-09-12,Belarus,73975,744,0.0,
2020-09-13,Belarus,74173,750,0.0,
2020-09-14,Belarus,74360,756,0.0,
2020-09-15,Belarus,74552,761,0.0,
2020-09-16,Belarus,74763,767,0.0,
2020-09-17,Belarus,74987,771,0.0,
2020-09-18,Belarus,75230,773,0.0,
2020-09-19,Belarus,75461,776,0.0,
2020-09-20,Belarus,75674,780,0.0,
2020-09-21,Belarus,75898,785,0.0,
2020-09-22,Belarus,76104,791,0.0,
2020-09-23,Belarus,76357,796,0.0,
2020-09-24,Belarus,76651,802,0.0,
2020-09-25,Belarus,76957,807,0.0,
2020-09-26,Belarus,77289,813,0.0,
2020-09-27,Belarus,77609,818,0.0,
2020-09-28,Belarus,77946,822,0.0,
2020-09-29,Belarus,78260,828,0.0,
2020-09-30,Belarus,78631,833,0.0,
2020-10-01,Belarus,79019,839,0.0,
2020-10-02,Belarus,79421,844,0.0,
2020-10-03,Belarus,79852,851,0.0,
2020-10-04,Belarus,79852,851,0.0,
2020-10-05,Belarus,80696,862,0.0,
2020-10-06,Belarus,81090,868,0.0,
2020-10-07,Belarus,81505,874,0.0,
2020-10-08,Belarus,81982,880,0.0,
2020-10-09,Belarus,82471,885,0.0,
2020-10-10,Belarus,82471,885,0.0,
2020-10-11,Belarus,83534,896,0.0,
2020-10-12,Belarus,83998,901,0.0,
2020-10-13,Belarus,84524,906,0.0,
2020-10-14,Belarus,85121,911,0.0,
2020-10-15,Belarus,85734,916,0.0,
2020-10-16,Belarus,86392,921,0.0,
2020-10-17,Belarus,87063,925,0.0,
2020-10-18,Belarus,87698,929,0.0,
2020-10-19,Belarus,88290,933,0.0,
2020-10-20,Belarus,88909,937,0.0,
2020-10-21,Belarus,89642,941,0.0,
2020-10-22,Belarus,90380,945,0.0,
2020-10-23,Belarus,91167,945,0.0,
2020-10-24,Belarus,91978,953,0.0,
2020-10-25,Belarus,92823,957,0.0,
2020-10-26,Belarus,93707,961,0.0,
2020-10-27,Belarus,94609,965,0.0,
2020-10-28,Belarus,95545,969,0.0,
2020-10-29,Belarus,96529,973,0.0,
2020-10-30,Belarus,97499,977,0.0,
2020-10-31,Belarus,98482,980,0.0,
2020-11-01,Belarus,99459,985,0.0,
2020-11-02,Belarus,100400,989,0.0,
2020-11-03,Belarus,101329,992,0.0,
2020-11-04,Belarus,102313,995,0.0,
2020-11-05,Belarus,103295,998,0.0,
2020-11-06,Belarus,104286,1001,0.0,
2020-11-07,Belarus,105283,1004,0.0,
2020-11-08,Belarus,106279,1007,0.0,
2020-11-09,Belarus,107262,1011,0.0,
2020-11-10,Belarus,108300,1016,0.0,
2020-11-11,Belarus,109357,1022,0.0,
2020-11-12,Belarus,110455,1027,0.0,
2020-11-13,Belarus,111622,1033,0.0,
2020-11-14,Belarus,112870,1039,0.0,
2020-11-15,Belarus,114185,1046,0.0,
2020-11-16,Belarus,115448,1053,0.0,
2020-11-17,Belarus,116699,1060,0.0,
2020-11-18,Belarus,118008,1067,0.0,
2020-11-19,Belarus,119390,1074,0.0,
2020-11-20,Belarus,120847,1081,0.0,
2020-11-21,Belarus,122435,1089,0.0,
2020-11-22,Belarus,123999,1096,0.0,
2020-11-23,Belarus,125482,1104,0.0,
2020-11-24,Belarus,126953,1112,0.0,
2020-11-25,Belarus,128449,1119,0.0,
2020-11-26,Belarus,130012,1128,0.0,
2020-11-27,Belarus,131633,1136,0.0,
2020-11-28,Belarus,133324,1143,0.0,
2020-11-29,Belarus,135008,1151,0.0,
2020-11-30,Belarus,136647,1158,0.0,
2020-12-01,Belarus,138219,1166,0.0,
2020-12-02,Belarus,139908,1174,0.0,
2020-12-03,Belarus,141609,1181,0.0,
2020-12-04,Belarus,143383,1190,0.0,
2020-12-05,Belarus,145279,1198,0.0,
2020-12-06,Belarus,147157,1207,0.0,
2020-12-07,Belarus,148953,1215,0.0,
2020-12-08,Belarus,150602,1222,0.0,
2020-12-09,Belarus,152453,1230,0.0,
2020-12-10,Belarus,154392,1238,0.0,
2020-12-11,Belarus,156359,1246,0.0,
2020-12-12,Belarus,158334,1254,0.0,
2020-12-13,Belarus,160295,1263,0.0,
2020-12-14,Belarus,162148,1273,0.0,
2020-12-15,Belarus,164059,1282,0.0,
2020-12-16,Belarus,165897,1291,0.0,
2020-12-17,Belarus,167731,1299,0.0,
2020-12-18,Belarus,169648,1308,0.0,
2020-12-19,Belarus,171579,1316,0.0,
2020-12-20,Belarus,173523,1324,0.0,
2020-12-21,Belarus,175416,1333,0.0,
2020-12-22,Belarus,177274,1341,0.0,
2020-12-23,Belarus,179196,1349,0.0,
2020-12-24,Belarus,181113,1358,0.0,
2020-12-25,Belarus,183006,1367,0.0,
2020-12-26,Belarus,184922,1376,0.0,
2020-12-27,Belarus,186747,1385,0.0,
2020-12-28,Belarus,188588,1394,0.0,
2020-12-29,Belarus,190404,1404,0.0,
2020-12-30,Belarus,192361,1414,0.0,
2020-12-31,Belarus,194284,1424,0.0,
2021-01-01,Belarus,196223,1433,0.0,
2021-01-02,Belarus,198125,1442,0.0,
2021-01-03,Belarus,199962,1451,0.0,
2021-01-04,Belarus,201831,1461,0.0,
2021-01-05,Belarus,203104,1471,0.0,
2021-01-06,Belarus,204958,1480,0.0,
2021-01-07,Belarus,206796,1489,0.0,
2021-01-08,Belarus,208601,1498,0.0,
2021-01-09,Belarus,210368,1507,0.0,
2021-01-10,Belarus,212201,1517,0.0,
2021-01-11,Belarus,213993,1526,0.0,
2021-01-12,Belarus,215724,1535,0.0,
2021-01-13,Belarus,217696,1544,0.0,
2021-01-14,Belarus,219663,1554,0.0,
2021-01-15,Belarus,221604,1564,0.0,
2021-01-16,Belarus,223537,1573,0.0,
2021-01-17,Belarus,225461,1582,0.0,
2021-01-18,Belarus,227360,1591,0.0,
2021-01-19,Belarus,228716,1601,0.0,
2021-01-20,Belarus,230494,1610,0.0,
2021-01-21,Belarus,232298,1619,0.0,
2021-01-22,Belarus,234111,1628,0.0,
2021-01-23,Belarus,235859,1639,0.0,
2021-01-24,Belarus,237611,1649,0.0,
2021-01-25,Belarus,238635,1658,0.0,
2021-01-26,Belarus,239482,1668,0.0,
2021-01-27,Belarus,241133,1678,0.0,
2021-01-28,Belarus,242851,1688,0.0,
2021-01-29,Belarus,244718,1698,0.0,
2021-01-30,Belarus,246570,1708,0.0,
2021-01-31,Belarus,248336,1718,0.0,
2021-02-01,Belarus,249295,1728,0.0,
2021-02-02,Belarus,249994,1737,0.0,
2021-02-03,Belarus,251705,1746,0.0,
2021-02-04,Belarus,253413,1755,0.0,
2021-02-05,Belarus,255172,1764,0.0,
2021-02-06,Belarus,256959,1773,0.0,
2021-02-07,Belarus,258691,1783,0.0,
2021-02-08,Belarus,259499,1792,0.0,
2021-02-09,Belarus,260060,1801,0.0,
2021-02-10,Belarus,261859,1811,0.0,
2021-02-11,Belarus,263551,1820,0.0,
2021-02-12,Belarus,265284,1830,0.0,
2021-02-13,Belarus,267029,1840,0.0,
2021-02-14,Belarus,268687,1849,0.0,
2021-02-15,Belarus,269787,1858,0.0,
2021-02-16,Belarus,270921,1867,0.0,
2021-02-17,Belarus,272273,1876,0.0,
2021-02-18,Belarus,273659,1885,0.0,
2021-02-19,Belarus,275322,1894,0.0,
2021-02-20,Belarus,276990,1903,0.0,
2021-02-21,Belarus,278312,1912,0.0,
2021-02-22,Belarus,279456,1921,0.0,
2021-02-23,Belarus,280428,1930,0.0,
2021-02-24,Belarus,281707,1939,0.0,
2021-02-25,Belarus,282898,1948,0.0,
2021-02-26,Belarus,284500,1957,0.0,
2021-02-27,Belarus,285959,1966,0.0,
2021-02-28,Belarus,287306,1976,0.0,
2021-03-01,Belarus,288267,1985,0.0,
2021-03-02,Belarus,289136,1993,0.0,
2021-03-03,Belarus,290447,2002,0.0,
2021-03-04,Belarus,291621,2011,0.0,
2021-03-05,Belarus,293103,2020,0.0,
2021-03-06,Belarus,294432,2029,0.0,
2021-03-07,Belarus,295511,2038,0.0,
2021-03-08,Belarus,296441,2047,0.0,
2021-03-09,Belarus,297514,2055,0.0,
2021-03-10,Belarus,298123,2063,0.0,
2021-03-11,Belarus,298960,2070,0.0,
2021-03-12,Belarus,300146,2078,0.1,
2021-03-13,Belarus,301328,2087,0.0,
2021-03-14,Belarus,302323,2095,0.0,
2021-03-15,Belarus,303270,2103,0.0,
2021-03-16,Belarus,304146,2112,0.0,
2021-03-17,Belarus,305270,2121,0.0,
2021-03-18,Belarus,306524,2130,0.0,
2021-03-19,Belarus,307938,2139,0.0,
